帖子发布日期,平台,标题,标签,一句话描述,推荐度,判断理由,链接,用户备注
2026-07-10,PC,使命召唤10 幽灵 终极版,第一人称射击；动作；多人,在灾难后的世界中扮演幽灵特种部队成员，进行单人战役、多人对战和小队战斗。,1,核心体验是第一人称射击与战斗，明确命中晕3D/晕射击的口味雷区。,https://www.gamer520.com/117689.html,
2026-07-10,PC,艾恩葛朗特 回荡新声,动作RPG；奇幻冒险；同伴关系,玩家被困在虚拟世界浮游城艾恩葛朗特，在死亡游戏中求生并与同伴建立羁绊。,3,有明确的世界设定、冒险牵引和同伴关系，但详情显示主要形态仍是动作RPG，战斗可能占据大部分时间；保留给用户判断其剧情与关系深度。,https://www.gamer520.com/117684.html,
2026-07-10,PC,仙途放置：无尽天梯与完美装备,放置RPG；修仙；挂机；装备成长,扮演修士挑战无尽天梯，通过挂机自动战斗、离线生产、转生和装备成长不断提升境界。,1,主循环明确是挂机自动战斗、离线积累、转生和装备数值成长，正中口味中的放置、泛修仙和重复刷成长雷区。,https://www.gamer520.com/117672.html,
2026-07-10,PC,星际深钻,太空探索；挖矿；资源升级；动作冒险,驾驶巨型钻机穿越开放宇宙，挖掘行星、发现事件与秘密并升级飞船。,3,开放探索、挖矿、资源升级和行星事件有明确贴合点，但循环也包含持续动作战斗与正反馈成长，暂保留观察。,https://www.gamer520.com/117643.html,
2026-07-10,PC/Switch,银白钢铁X 1+2 双重收藏辑,动作；平台跳跃；射击,系列合辑，主打高速动作与横向关卡推进。,1,明显是高操作动作向，接近我避开的纯反应挑战范畴，不适合。,https://www.gamer520.com/117635.html,
2026-07-10,PC,余火守护者 Emberward,末世策略；营地经营；资源管理；塔防；双摇杆射击,白天分配工人收集资源、建设营地和准备防御，夜晚操控武器抵御怪物，并在远征与基地升级之间做取舍。,4,营地建设、工人分配、资源与时间压力是主要体验，符合经营和系统取舍；塔防与双摇杆射击是明显风险，但详情显示它们服务于白天规划和基地经营，而非单纯操作挑战。,https://www.gamer520.com/111955.html,
2026-07-10,Switch,生死寓言 BEFORE I GO,叙事冒险；梦幻氛围；探索；平台动作,在忧郁梦幻的非线性世界中探索并面对关于生命、恐惧与死亡的寓言旅程。,3,情感叙事、独特氛围和非线性探索很贴合，但精确的平台动作与操作挑战占据重要部分，先保留。,https://www.gamer520.com/111783.html,
2026-07-10,PC,风马传说,马匹培育；路线规划；探索；生存模拟,在十三世纪蒙古荒野中培育马匹、规划驿运路线、运送货物并应对气候与地形。,5,马匹照料与繁育、路线和货物规划、探索、资源管理以及鲜明的蒙古旅途氛围高度贴合生活模拟和体验引擎偏好。,https://www.gamer520.com/109696.html,
2026-07-10,PC,星萼,基地建设；资源管理；即时战略；太空采矿,管理太空采矿前哨，建设能源与防御网络、采集资源并应对会扩张的植物异种。,4,基地规划、能源分配、采矿、科技与多种防御策略是有意义的经营取舍；即时战略战斗和压力节奏可能降低生活叙事比重。,https://www.gamer520.com/108648.html,
2026-07-10,PC,灰雨钢锋,开放世界；叙事RPG；阵营选择；探索,在拥有两大派系和多条故事线的开放世界岛屿上探索、交涉、完成任务并求生。,4,长篇剧情、人物对话、派系选择、支线任务、开放世界探索和职业活动都很贴合；战斗有体力与招架要求，是主要风险。,https://www.gamer520.com/102680.html,
2026-07-10,PC,欧陆风云5 Europa Universalis V,历史策略；国家模拟；外交；经济；战争,在近五百年的历史跨度中统治一个国家，通过外交、经济、社会政策、贸易与战争塑造架空历史。,4,国家模拟、制度选择、外交、经济和历史事件构成有意义的长期取舍，符合喜欢策略经营和资源压力的方向；系统复杂度很高，且战争与数值管理可能占据较多注意力。,https://www.gamer520.com/101757.html,
2026-07-10,PC,生化女神 末日开端,生存；探索；谜题；第三人称射击,在生化危机学校中探索、搜集资源、解谜并调查主角身世。,3,有校园氛围、调查剧情、探索和谜题，但主循环仍是第三人称射击生存与资源升级，保留观察。,https://www.gamer520.com/101702.html,
2026-07-10,Switch,屋顶与小巷 跑酷游戏 Rooftops & Alleys,跑酷；特技；计时挑战；自由探索,在开放跑酷地图中寻找隐藏地点、完成计时赛和特技挑战。,1,核心乐趣是跑酷、特技连招、计时和高强度操作，属于明确避开的纯反应操作挑战。,https://www.gamer520.com/100374.html,
2026-07-10,PC,地狱丧钟 The Hell Clock,动作RPG；Roguelike；历史；黑暗幻想；战斗,以19世纪巴西卡努杜斯战争为背景，扮演战士深入地牢，在三幕剧情中组合能力、搜集战利品并对抗亡灵与恶魔。,2,历史背景和完整战役有鲜明特色，但主要体验是带时间压力的Roguelike动作战斗、刷战利品和构筑成长，核心不匹配纯战斗与重复刷刷刷的禁区。,https://www.gamer520.com/96562.html,
2026-07-10,PC,不容进犯,roguelite；Boss战；卡组构筑；元素组合,在循环推进的地图中以混沌Boss身份组合元素、卡牌和遗物征服区域。,1,主循环明确是 roguelite 循环、卡组构筑和重复 Boss 战斗，核心落在口味明确避开的纯战斗与重复成长。,https://www.gamer520.com/87661.html,
2026-07-10,PC,幻兽帕鲁 Palworld 正式版,生存制作；开放世界；建造经营,在开放世界中收集帕鲁，让它们参与战斗、农务、建造和工业生产，并探索陆地、海洋与天空。,4,主循环包含建造、农场、生产自动化和开放世界探索，具体工作与经营取舍很贴合口味；战斗、生存压力和重复收集是风险，但不是唯一核心。,https://www.gamer520.com/87043.html,
2026-07-10,PC,地心归途 正式版,地下探索；基地建设；农业；自动化,在地底世界挖掘探索，建设营地、发展农业和自动化生产线，逐步寻找回到地表的道路。,4,基地建设、农业、自动化、资源取舍和地下探索构成明确的经营与推进感；角色和战斗深度仍需实际体验确认。,https://www.gamer520.com/69804.html,
2026-07-10,PC/Switch,鸦卫奇旅 Ravenswatch,roguelike；动作；合作,民间传说英雄联手对抗噩梦侵蚀世界的 roguelike 动作冒险。,2,主循环是 roguelike 动作战斗与重复成长，虽有民间传说氛围和合作，但核心体验偏纯操作挑战。,https://www.gamer520.com/55828.html,
2026-07-10,Switch,离奇发现,点击冒险；科幻悬疑；像素美术；关系选择,三个少年在八十年代小镇调查外星坠落事件，选择会改变友谊、谜题路径和故事结局。,3,八十年代小镇氛围、科幻调查、人物关系选择和像素美术很贴合，但核心仍是我通常不优先的点击冒险形式。,https://www.gamer520.com/43251.html,
2026-07-10,PC,紫色晶石 支持者版,开放世界；回合制RPG；佣兵生活；合同任务；贸易；生存系统；永久死亡,在战乱的开放世界中扮演佣兵，旅行、履行合同、寻宝和贸易，并通过伤病、心理和资源系统应对生存压力。,3,开放世界探索、合同任务、贸易和具体的佣兵生存压力符合对探索、选择和制度取舍的偏好；但传统回合制战斗、装备成长与永久死亡可能占据较大比重，作为保留观察项。,https://www.gamer520.com/25872.html,
2026-07-09,PC,虚无之塔,冒险；休闲；独立；策略,战术 Roguelike RPG，围绕布阵、自动战斗和刷取装备展开。,2,自动战斗、刷装备和 Roguelike 循环是主结构，计算和掉落偏重，比较接近我不喜欢的重复刷刷刷。,https://www.gamer520.com/117611.html,
2026-07-09,PC,东京女武神,冒险；独立；角色扮演；策略,卡组构筑型轻度 Roguelike，白天日常、夜晚进入里世界作战。,3,虽然带卡组和 Roguelike，但看起来主轴是日常与战斗间的推进结构，且有里世界、校园生活和路线推进的气质；战斗成分偏重，所以先给保留分。,https://www.gamer520.com/117597.html,
2026-07-09,Switch,量子猛兽 Quantum Beast,独立；动作,详情页信息有限的独立游戏条目。,2,目前只能确认是偏动作的独立游戏，缺少能打动我的叙事、经营或生活感证据，先按保守分处理。,https://www.gamer520.com/117588.html,
2026-07-09,PC,造化仙缘,冒险；独立；角色扮演；模拟；策略,修仙题材角色扮演游戏，包含多路线剧情、事件推进和拼图式丹田构筑。,3,它把剧情分支、事件驱动探索、资源经营和构筑系统揉在一起，至少有明确的系统设计和生活/经营感；但修仙题材和回合战斗仍有雷区，先保留。,https://www.gamer520.com/117563.html,
2026-07-09,Switch,黑猫速递 Easy Delivery Co,模拟；驾驶；冒险；叙事,在山城里驾驶送货，边接单边揭开居民与小镇秘密。,4,送货、城镇氛围和居民故事都很对味，属于有生活感和气质的体验；即使有轻松驾驶，也更像叙事和场景驱动。,https://www.gamer520.com/110944.html,
2026-07-09,PC,不/存在的逐梦者 银葱之森,角色扮演；冒险；叙事,在银葱之森中苏醒，沿着多势力阴谋与角色线索推进的故事型 RPG。,4,有明确的故事牵引、角色线和世界阴谋，而且文本量和分支都很足，明显踩中我喜欢的叙事驱动和人物关系。,https://www.gamer520.com/105321.html,
2026-07-09,Switch,爱的传递&爱在登入 Love Delivery and Love in Login,视觉小说；恋爱；冒险,带有恋爱与互动叙事元素的作品。,1,明显靠恋爱和二次元卖点驱动，接近我明确不考虑的那一类。,https://www.gamer520.com/89914.html,
2026-07-09,PC,漫威蜘蛛侠2,动作；冒险,蜘蛛侠续作的PC版，彼得·帕克和迈尔斯·墨拉莱斯在共生体威胁下并肩作战。,2,核心仍是动作战斗与开放世界推进，不是我优先想玩的主循环；故事和城市穿梭有吸引力，但不够抵消偏动作取向。,https://www.gamer520.com/87941.html,
2026-07-09,PC,漫威蜘蛛侠 重制版,动作；冒险,彼得·帕克在漫威宇宙纽约中对抗经典反派。,2,动作战斗和开放世界任务占主导，虽然叙事强、移动手感好，但整体仍不够贴合我偏好的生活感和系统取舍。,https://www.gamer520.com/85349.html,
2026-07-09,PC,漫威蜘蛛侠 迈尔斯·莫拉莱斯,动作；冒险,迈尔斯在新家园中成长为新一代蜘蛛侠。,2,和本体一样主要靠动作战斗与摆荡推进，剧情不错但主循环仍偏纯动作，不是我的优先项。,https://www.gamer520.com/85340.html,
2026-07-09,PC,对马岛之魂 导演剪辑版,动作；冒险,境井仁在蒙古入侵下守护对马岛，体验完整导演剪辑版内容。,1,主循环是高强度动作战斗，明显落在我不喜欢的类魂/纯反应战斗边界外的近邻区间，虽然叙事和美术强，但仍不合口味。,https://www.gamer520.com/76784.html,
2026-07-09,PC,碧蓝幻想 无尽黄昏 Relink 特别版,动作；角色扮演；冒险,可联机的动作 ARPG，围绕队伍连携和华丽战斗推进。,2,核心还是战斗驱动的 ARPG，虽然联机和角色系统完整，但主循环不在我偏好的叙事、经营或生活感上。,https://www.gamer520.com/71616.html,
2026-07-09,Switch,初音未来逻辑绘画S,益智；休闲；动漫,以初音未来为主题的逻辑拼图益智游戏。,2,本质是轻量拼图益智，偏收集和 IP 粉丝向，缺少我更在意的叙事推进和系统取舍。,https://www.gamer520.com/14093.html,
2026-07-08,PC,刺客信条 黑旗 记忆重置,动作；冒险；海盗；开放世界,以爱德华·肯威为主角的海盗冒险重制版，强调视觉升级、玩法优化和加勒比海探索。,3,有明确叙事和探索感，但仍是以动作冒险为主，核心吸引力不算完全贴合。,https://www.gamer520.com/117544.html,
2026-07-08,PC,使命召唤12 黑色行动3 编年史版,第一人称；射击；僵尸；动作,包含《黑色行动3》原版和僵尸编年史的射击合集，主打战役、多人和僵尸模式。,1,以第一人称射击和僵尸战斗为核心，不符合我的主要偏好。,https://www.gamer520.com/117540.html,
2026-07-08,PC,宝石我来捡 你只管揍人,动作；独立；Roguelike；合作；喜剧,2D生存动作 Roguelike，围绕狂战士和贪财牧师的高风险资源置换展开。,2,有一点系统创意和黑色喜剧，但主循环仍是高重复战斗与 Roguelike。,https://www.gamer520.com/117537.html,
2026-07-08,PC/Switch,月光岭物语 Moonlight Peaks,模拟；农场；生活；恋爱；奇幻,在吸血鬼小镇经营超自然农场，和狼人、女巫、美人鱼建立关系。,5,生活模拟、氛围、小镇关系和超自然日常都非常贴合。,https://www.gamer520.com/117517.html,
2026-07-08,PC/Switch,挖掘者米娜,动作冒险；探索；像素；地牢,扮演米娜在被诅咒的岛屿上钻入地下探索、战斗并揭开秘密。,4,强探索驱动、氛围明确，且有世界推进和关卡互联感。,https://www.gamer520.com/114502.html,
2026-07-08,PC,深岩银河 异动核心 支持者版,动作；第一人称；Roguelite；合作；射击,《深岩银河》衍生作，四人协作在程序生成洞穴中边采边打边强化。,1,第一人称射击 + Roguelite 是明确雷区，且战斗占据主循环。,https://www.gamer520.com/113971.html,
2026-07-08,PC,蜂巢疫灾,策略；Roguelite；自动战斗；昆虫；协同,围绕昆虫氏族协同和自动战斗编队构建的 Roguelite 策略游戏。,2,虽然有编队与协同，但主体验仍偏自动战斗和 Roguelite，对我吸引力有限。,https://www.gamer520.com/110025.html,
2026-07-08,PC,毁灭战士 黑暗时代,动作；第一人称；射击；科幻,《DOOM》前传，扮演毁灭战士在黑暗奇幻战场中以重战斗推进电影级故事。,1,核心是第一人称射击和高强度战斗，正好落在明确雷区。,https://www.gamer520.com/109540.html,
2026-07-08,PC,双截龙再临,动作；横版；街机；格斗,现代化重制的横向卷轴清版动作游戏，强调直接、爽快的街机战斗。,1,核心就是纯动作清版和操作对抗，基本落在不喜欢的类型里。,https://www.gamer520.com/101111.html,
2026-07-08,PC,驾驶地平线,驾驶；生存；沙盒；探索；合作,在程序生成开放世界里驾驶可自定义载具，收集资源并应对随机事件。,4,车辆定制、旅途感和生存资源管理构成了明确的体验引擎。,https://www.gamer520.com/90350.html,
2026-07-08,PC,消失的光芒 10周年决定版,动作；生存；开放世界；跑酷；第一人称,末世丧尸开放世界生存游戏的完整版，包含主线 DLC 和大量礼包内容。,1,第一人称战斗和生存刷图仍是核心，和我的明确雷区冲突。,https://www.gamer520.com/87897.html,
2026-07-08,PC,蚂蚁帝国,策略；模拟；微观世界；战役；经营,在微缩世界里指挥蚂蚁军团，通过谋略、扩张和巢穴管理保卫王国。,4,策略、资源调配和巢穴经营是核心，题材也很有辨识度。,https://www.gamer520.com/84731.html,
2026-07-08,PC,公会传说 遗落的世界,战棋；CRPG；叙事；队伍；制作,经典战棋与大量剧情对话、分支选择结合的奇幻冒险。,4,叙事、队伍构建和世界观浓度都很强，比较符合我对 CRPG 的偏好。,https://www.gamer520.com/83239.html,
2026-07-08,PC,洛克人X DiVE 离线版,动作；平台跳跃；收集；离线,《洛克人 X》外传的离线版，主打横向动作和角色、武器成长。,2,横向动作和战斗仍是核心，收集成长不足以改写主循环。,https://www.gamer520.com/63958.html,
2026-07-08,PC,黑色间歇泉 黑暗的信使,CRPG；奇幻；叙事；队伍；选择,受经典 CRPG 启发的奇幻角色扮演游戏，强调队伍招募、选择和世界观。,4,叙事、角色与分支选择占比高，符合我对世界构建和关系推进的兴趣。,https://www.gamer520.com/40205.html,
2026-07-08,PC,龙珠 超宇宙2,动作；格斗；动漫；收集；在线对战,基于 Dragon Ball DAIMA 新增可游玩角色与招式内容的《七龙珠 异战2》更新版。,2,主要还是格斗与战斗推进，偏离我更偏好的叙事、生活感和经营取舍。,https://www.gamer520.com/15097.html,
2026-07-07,PC,龙之信条2,动作角色扮演；开放世界；奇幻；冒险,以追随者系统和高自由动作著称的奇幻动作 RPG。,2,虽然世界感强，但核心仍是动作战斗驱动，偏离我的主要偏好。,https://www.gamer520.com/117503.html,
2026-07-07,PC,黑圣化：悟空,挂机；放置；修仙；养成,西游题材挂机放置游戏，离线也会自动刷怪成长。,1,核心就是挂机自动刷和数值养成，正好落在我明确不喜欢的放置/修仙/刷资源雷区。,https://www.gamer520.com/117500.html,
2026-07-07,PC,三国演义 汉朝再兴之梦,SRPG；三国；剧情；策略,以刘备视角重演三国故事，强调地形、兵种克制和战场策略。,3,有剧情推进、战场地形和兵种克制，属于有内容的策略 SRPG；但核心仍偏传统战棋战斗，吸引力主要在题材和演出。,https://www.gamer520.com/117470.html,
2026-07-07,PC,龙沉异世录,复古RPG；像素；探索；回合制,复古 8 位像素风回合制 RPG，围绕奇幻世界探索展开。,3,明确有探索和奇幻旅途感，像素风也有辨识度；但目前信息显示玩法很传统，深度和独特性还不足。,https://www.gamer520.com/117468.html,
2026-07-07,PC,泽格拉德 加强版,解谜；射击；复古；动作,复古像素风的解谜冒险射击游戏，需要操作和射击推进关卡。,2,核心体验是射击与操作挑战，解谜只是辅助包装；对我来说仍然偏离主要兴趣。,https://www.gamer520.com/117454.html,
2026-07-07,PC,Esports Manager 2026,经营；管理；模拟；电竞,电竞俱乐部管理模拟，围绕队伍运营和决策展开。,3,属于管理经营，方向上是对口的；但电竞语境通常更偏数据和效率优化，是否有足够生活感与制度压力还不够明确。,https://www.gamer520.com/117451.html,
2026-07-07,PC,模块工厂 自动化大亨,工厂自动化；建造；模拟；沙盒,没有计时器和敌人，专注 3D 模块工厂自动化与建筑供给。,5,工厂自动化、自由生产线和建造优化是核心，且明确强调无敌人无计时器，属于很强的系统经营/建造口味。,https://www.gamer520.com/111280.html,
2026-07-07,Switch,完蛋!我被美女包围了2 LoveIsAllAround2!,FMV；恋爱；悬疑；互动影视,古装 FMV 互动剧情，情感线与悬疑线并行。,1,主要卖点仍是真人恋爱互动和暧昧氛围，属于我明确不考虑的真人 FMV 恋爱模拟。,https://www.gamer520.com/102193.html,
2026-07-07,PC,遵命 陛下2:寒冬,王国管理；叙事；资源；抉择；策略,置身电影质感的王国管理游戏，接见请愿、分配资源并做出艰难决策。,5,资源分配、制度压力和人物处境都很贴合，属于我会优先关注的类型。,https://www.gamer520.com/92525.html,
2026-07-07,PC,露娜 银河之星 复刻合集,JRPG；剧情；回合制战斗；复刻,收录两部经典 LUNAR，强调剧情演出与回合制冒险。,3,故事和演出是核心卖点，氛围和怀旧感也明确，但主循环仍是传统 JRPG 战斗，不算特别贴合我最优先的口味。,https://www.gamer520.com/91542.html,
2026-07-07,Switch,双截龙外传 双龙出海,横板动作；Roguelite；清版；格斗,横板清版游戏，融合组队切换和 Roguelite 元素。,2,核心仍是动作清版和反复挑战，Roguelite 也进一步把重心放到重复战斗上，不是我会优先碰的类型。,https://www.gamer520.com/62720.html,
2026-07-07,PC,符文工厂3,生活模拟；种田；恋爱；冒险,可以种田、钓鱼、社交、恋爱，也能下迷宫冒险。,5,生活气息、日常互动、种田和关系推进都很强，冒险只是支撑生活循环的一部分，几乎正中口味。,https://www.gamer520.com/59436.html,
2026-07-07,PC,圣剑传说3 重制版,动作RPG；剧情；重制；奇幻,经典动作 RPG 的 3D 重制版，支持多角色队伍和职业成长。,2,虽然有剧情和队伍构成，但主要体验还是动作战斗和刷式成长，核心不在我优先看的生活感、经营或策略取舍。,https://www.gamer520.com/14920.html,
2026-07-06,PC,NBA 2K26,体育；竞技；拟真,以辉煌生涯、梦幻球队、篮球联盟和女篮生涯为核心的篮球模拟游戏。,1,核心是体育竞技和拟真对抗，和偏好的叙事、生活感、经营选择都不贴合。,https://www.gamer520.com/110816.html,体育竞技向，不在口味范围内。
2026-07-06,PC,怪物猎人物语3 命运双龙,RPG；怪物养成；剧情冒险,Monster Hunter 系列的怪物骑乘 RPG 第三作，围绕双龙、国家危机与怪物羁绊展开。,4,主轴是怪物培育、队伍养成和剧情推进，不是纯战斗刷装；系列定位也更偏冒险叙事，和口味有明显贴合。,https://www.gamer520.com/110516.html,怪物羁绊和故事驱动是主要吸引力。
2026-07-06,PC,心灵杀手2,剧情；恐怖；氛围冒险,围绕艾伦·韦克与萨贾·安德森展开的超自然恐怖故事，强调悬疑叙事和压迫氛围。,3,故事和氛围都很强，明显贴合；但它仍带有较多战斗和动作压力，所以保守放在 3 分。,https://www.gamer520.com/98039.html,叙事和气质很好，但战斗比重不低。
2026-07-06,PC,鬼灭之刃 火之神血风谭2,动作；漫改；剧情演出,以《鬼灭之刃》为原作的动作游戏，重演游郭、刀匠村和柱训练等篇章。,1,主体验是高速动作战斗和演出，落在我明确不优先的纯操作/战斗方向。,https://www.gamer520.com/97212.html,动作战斗占主导。
2026-07-06,Switch,火焰纹章 无双 风花雪月,无双；动作；策略改编,以《火焰纹章 风花雪月》世界观为基础的无双动作改编作。,1,无双动作是核心，不是我偏好的策略/生活/叙事主驱动，操作战斗负担过重。,https://www.gamer520.com/62696.html,无双动作主导。
2026-07-06,PC,迷失 Stray,冒险；探索；氛围,一只流浪猫在废弃网络城市中探索、解谜并寻找回家的路。,4,明确的探索推进、强氛围和独特视角都很贴口味，且不是高操作或刷刷刷导向。,https://www.gamer520.com/38997.html,氛围和探索感很强。
2026-07-06,PC,严阵以待,战术射击；战斗；合作,现代特警战术行动题材的拟真第一人称射击游戏。,1,明确是第一人称射击，而且战术对抗是主循环，直接命中我的明确雷区。,https://www.gamer520.com/26051.html,FPS，直接排除。
2026-07-05,PC,使命召唤14 二战,第一人称射击；二战；单人；多人；僵尸模式,登陆欧洲战场，体验剧情战役、多人对战和合作僵尸模式。,1,核心是第一人称射击，且明确属于我不玩的类型。,https://www.gamer520.com/117355.html,
2026-07-05,PC,使命召唤13 无限战争,第一人称射击；科幻；单人；多人；僵尸模式,以太空战争、多人模式和僵尸模式为核心的《使命召唤》作品。,1,核心是第一人称射击与高强度操作，不符合口味。,https://www.gamer520.com/117353.html,
2026-07-05,PC,魔法门之异世界觉醒,回合制策略；城池经营；战棋；英雄统御；奇幻,以英雄带队、城池经营、资源探索和大规模军团战为核心的奇幻策略RPG。,4,有经营、策略压力和地图探索，符合我喜欢的系统推进型体验。,https://www.gamer520.com/117337.html,
2026-07-05,PC,九霄仙途,修仙；策略构筑；挂机养成；自动回合制；法宝收集,围绕灵阵推演、法宝搭配、洞府经营和自动回合战斗的国风修仙RPG。,1,明显是修仙养成和自动战斗为主，偏挂机与数值成长，不在核心口味里。,https://www.gamer520.com/108710.html,
2026-07-05,PC,觉醒异刃,银河恶魔城；动作冒险；角色扮演；剧情分支；探索,在崩坏世界中扮演仿生战士塔尼亚，展开带有剧情选择的2.5D动作冒险。,2,有探索和叙事，但核心仍偏动作战斗与 Boss 处理，和我偏好的节奏不完全一致。,https://www.gamer520.com/83344.html,
2026-07-05,PC,妖精剑士F 和声重奏 豪华版,日系角色扮演；回合制战斗；多结局；单人,围绕妖圣武器与角色关系展开的日系RPG，含多条路线和难度选择。,2,虽然有剧情分支，但核心仍是传统回合制JRPG战斗，吸引力有限。,https://www.gamer520.com/58457.html,
2026-07-04,Switch,幻想少女大战 流浪者之梦,战棋；剧情；东方,一款以东方 Project 为题材、强调剧情演出和大规模角色登场的战棋 RPG。,3,剧情和策略结构都对口，但仍是传统战棋战斗为主，属于有明确优点但需要保留判断的类型。,https://www.gamer520.com/117361.html,剧情和策略都有看点，但战斗占比高。
2026-07-04,Switch,地产大亨 星球大战正邪交锋,策略;派对;星战,把《星球大战》角色和地点融进地产大亨式的棋盘对战中。,2,虽然有题材包装和多人对战，但本质还是偏轻量的棋盘对局，叙事和生活感都不强。,https://www.gamer520.com/117331.html,
2026-07-04,PC,山上那个猴儿,冒险;休闲;独立;角色扮演;策略,以西游背景展开的长期放置修仙游戏，通过挂机战斗、境界突破和收集养成推进。,1,挂机放置和修仙成长是明确雷区，内容主体仍是刷与养成，缺少我更在意的叙事、探索和生活感。,https://www.gamer520.com/117298.html,
2026-07-04,PC,小小修仙者,独立;角色扮演;模拟;策略,在锁妖塔中进行修仙题材的牌组构建 Roguelike，靠流派搭配和遗物强化闯关。,2,虽然有一些构筑与题材包装，但核心仍是传统卡牌/Roguelike 战斗，且带修仙题材加成有限。,https://www.gamer520.com/117295.html,
2026-07-04,PC,三国志经典,模拟;策略,以东汉末年至三国末期为背景的回合制大战略游戏，围绕城市、武将、外交与后勤展开。,3,历史大战略和后勤经营是我会看的方向，但它仍是典型回合制大战略，吸引力主要来自策略结构而不是叙事。,https://www.gamer520.com/117236.html,
2026-07-04,PC,挂机再生者,休闲;独立;角色扮演,一款包含离线进度、重置循环、装备锻造和伙伴系统的放置 RPG。,1,放置与自动化循环是核心，不符合对低重复、非挂机体验的偏好。,https://www.gamer520.com/117231.html,
2026-07-04,PC,灾后修复师,模拟;策略;合作,驾驶工程机械清理废墟、修复道路桥梁，并在灾后区域重建工业与交通。,4,灾后重建、工程调度和资源规划很有生活与经营感，题材也有明确场景氛围，是本次最值得看的条目之一。,https://www.gamer520.com/93100.html,
2026-07-04,Switch,烹饪 Cooking,经营；餐厅；烹饪；食谱；模拟,经营市中心最好的餐厅，完成订单、学习新食谱并提升烹饪技巧。,4,餐厅经营和日常推进感明确，属于我比较容易进入的生活模拟/经营方向。,https://www.gamer520.com/80979.html,
2026-07-04,PC,骑马与砍杀 战团,角色扮演;动作;策略,在中世纪战争世界里率军征战、扩张领地并争夺权力。,1,主体仍是战斗和战争推进，核心体验不在我偏好的叙事、生活感或探索推进上。,https://www.gamer520.com/63393.html,
2026-07-04,PC,模拟人生4,冒险;休闲;模拟,在开放的虚拟生活世界中创建并操控模拟市民，经营他们的工作、关系与住宅。,4,生活模拟、创造和日常关系都很贴合口味，虽然偏沙盒而非强叙事，但属于容易进入且有生活气息的类型。,https://www.gamer520.com/41523.html,
2026-07-03,Switch,魔鬼恋人 狂乱命运 Grand Edition,冒险;视觉小说;乙女向,将两部吸血鬼恋爱文字冒险整合到 Switch 的合集版。,1,乙女向、恋爱卖点和纯对话式推进都属于低优先级内容，不符合核心口味。,https://www.gamer520.com/117225.html,
2026-07-02,PC,杀毒少女,防御射击；模拟；策略；职场,在反病毒组织中规划路径、扫描文件并消灭病毒的防御射击游戏。,2,题材有一点系统感，但本质仍是防守/消杀循环，偏任务型和重复操作。,https://www.gamer520.com/117161.html,
2026-07-02,PC,奇迹勇者 魔兽防线,策略；塔防；收割；成长,守住堡垒、迎击兽潮并在循环收割中成长的防线式策略游戏。,1,典型兽潮防守与刷成长循环，核心体验高度重复，不符合你的偏好。,https://www.gamer520.com/117159.html,
2026-07-02,PC,天狗花牌,卡牌；花札；构筑；Roguelike,以日本花札为核心、通过构筑和倍率叠加不断成长的 Roguelike 卡牌游戏。,2,虽然题材和构筑有点味道，但核心还是传统牌局与数值叠加，容易滑向纯计算和刷构筑。,https://www.gamer520.com/117153.html,
2026-07-02,PC,三国义,卡牌；肉鸽；三国；策略,单人开发的 2D 回合制卡牌肉鸽，围绕诸侯征战八州展开。,1,卡牌肉鸽加回合战斗是主核心，重复构筑与对局循环明显，不符合你的偏好。,https://www.gamer520.com/116688.html,
2026-07-02,PC,北境 血之誓约,战术；经营；生存；维京,以维京时代挪威为背景，重建定居点并进行回合制战术战斗的游戏。,4,有定居点经营、联盟和复仇叙事，战术与资源管理结合得比较好，比较贴口味。,https://www.gamer520.com/108945.html,
2026-07-02,PC,苍翼 混沌效应,动作；Rogue；连招；格斗,强调高速连招和角色构建的动作 Rogue 游戏。,1,核心是高强度动作与连招系统，偏纯操作挑战，与你的偏好明显冲突。,https://www.gamer520.com/101928.html,
2026-07-02,PC,盟军敢死队 起源,即时战术；二战；潜行；小队配合,回到二战前线，指挥敢死队成员利用各自技能执行潜行与破坏任务。,3,即时战术和任务设计有结构感，但偏硬核战术执行，叙事氛围强于生活感。,https://www.gamer520.com/91046.html,
2026-07-02,PC,人渣 SCUM,生存；沙盒；建造；硬核模拟,在大型监狱岛上进行极致拟真的生存、掠夺与基地建设。,1,高度拟真生存和刷资源是核心，压力重但体验重心不在你喜欢的叙事或情绪推进。,https://www.gamer520.com/40589.html,
2026-07-02,PC,僵尸世界大战 劫后余生,合作射击；僵尸；动作；生存,最多四人合作对抗尸潮，在多地战役中推进的僵尸射击游戏。,1,合作射击和尸潮清图是核心，属于你明确不玩的 FPS/动作射击方向。,https://www.gamer520.com/22616.html,
2026-07-01,Switch,死神公主与异书馆的怪物,冒险；解谜；2D；少女救赎,围绕可破坏绘本和心灵创伤少女展开的 2D 冒险游戏。,3,有较强的叙事和救赎气质，题材也带一点怪奇氛围，但信息仍偏少，先记为可试。,https://www.gamer520.com/117083.html,
2026-07-01,Switch,街 终极版 YinYang Street Ultimate Edition,恐怖；解谜；剧情；中式悬疑,以 80 年代边境小城和阴阳街传闻为背景的中式悬疑故事。,3,有明确年代感、地点感和悬疑气质，叙事氛围比较符合口味，但玩法信息不多。,https://www.gamer520.com/117080.html,
